a league of baseball teams	Sport and recreation
ground beef (not a patty) cooked in a spicy sauce and served on a bun	Food and drink
of white tinged with pink	Heraldry, honors, and vexillology
music composed for dancing a reel	Music
come on stage	Media
a factor causing trouble in achieving a positive result or tending to produce a negative result; "serious difficulties were encountered in obtaining a pure reagent"	Philosophy and psychology
usually made of flaked salt cod and mashed potatoes	Food and drink
monetary unit in Mexico	Numismatics and currencies
(used of cultures of microorganisms) completely free from other organisms; "an axenic culture"	Biology
at a short distance; "the hem fell shortly below her knees"	Mathematics
practicing great self-denial; "Be systematically ascetic...do...something for no other reason than that you would rather not do it"- William James; "a desert nomad's austere life"; "a spartan diet"; "a spartan existence"	Religion, mysticism and mythology
long-tailed American blackbird having iridescent black plumage	Animals
a section of something that is long and narrow; "a length of timber"; "a length of tubing"	Mathematics
a rich frozen pudding made of chopped chestnuts and maraschino cherries and candied fruits and liqueur or rum	Food and drink
of or pertaining to or characteristic of trees or shrubs of the olive family	Biology
a region that is devoid of matter	Physics and astronomy
with resignation and acceptance; in a resigned manner; "resignedly, I telegraphed back that it was all right with me if he insisted"	Philosophy and psychology
being somewhat early; "at an earlyish hour"	Mathematics
an Alpine variety of enchanter's nightshade	Biology
inherited properties shared with others of your bloodline	Biology
of a function or curve; possessing one or more discontinuities	Mathematics
gastritis caused by ingesting an irritant (as too much aspirin)	Health and medicine
an archaic term for clothing	Textile and clothing
in an unqualified manner; "he flatly denied the charges"	Philosophy and psychology
one of several veins draining the stomach walls	Health and medicine
unsteady in gait as from infirmity or old age; "a tottering skeleton of a horse"; "a tottery old man"	Health and medicine
move to another scene when filming; "The camera cut to the sky"	Media
a stitch taken in knitting	Textile and clothing
cause to be paralyzed and immobile; "The poison paralyzed him"; "Fear paralyzed her"	Health and medicine
resoluteness by virtue of being unyielding and inflexible	Philosophy and psychology
a genus of fossil birds	Animals
do one's shopping at; do business with; be a customer or client of	Business, economics, and finance
denoting a quantity consisting of 12 items or units	Mathematics
fasten with thumbtacks; "The teacher thumbtacked the notice on the bulletin board"	Textile and clothing
tuberous or rhizomatous herbaceous perennials	Biology
make an allegation in an action or other legal proceeding, especially answer the previous pleading of the other party by denying facts therein stated or by alleging new facts	Law and crime
deliberate discourtesy	Philosophy and psychology
easily moved to pity or sorrow; "a softhearted judge"	Philosophy and psychology
(of a musical note) raised in pitch by one chromatic semitone; "C sharp"	Music
interest paid on loans	Business, economics, and finance
any rod-shaped bacterium	Biology
United States mathematician (1880-1960)	Mathematics
marked by or causing boisterous merriment or convulsive laughter; "hilarious broad comedy"; "a screaming farce"; "uproarious stories"	Philosophy and psychology
(physics) one of the six flavors of quark	Physics and astronomy
martens	Animals
on a grand scale; "think big"	Mathematics
form (military personnel) into a regiment	Warfare and defense
Belgian composer (1532-1594)	Music
(of food) eaten without a spread or sauce or other garnish; "dry toast"; "dry meat"	Food and drink
fleas	Animals
members of a pair of homologous chromosomes separate during the formation of gametes and are distributed to different gametes so that every gamete receives only one member of the pair	Biology
the basic unit of money in Guyana	Numismatics and currencies
limited or below average in number or quantity or magnitude or extent; "a little dining room"; "a little house"; "a small car"; "a little (or small) group"	Mathematics
a high-ranking military officer	Warfare and defense
ptarmigans	Animals
pertaining to dry one-seeded indehiscent fruit	Biology
not true to an obligation or trust; "is untrue to his highest opportunity and duty"-Bruno Laske	Philosophy and psychology
inflect for number, gender, case, etc., "in many languages, speakers decline nouns, pronouns, and adjectives"	Language and linguistics
domesticated albino variety of the European polecat bred for hunting rats and rabbits	Animals
backflow of blood through a defective heart valve	Health and medicine
of or concerning the face; "a facial massage"; "facial hair"; "facial expression"	Health and medicine
the place where you are stationed and from which missions start and end	Physics and astronomy
join pieces of wood with cogs	Biology
the second or lower part of a duet (especially a piano duet)	Music
a reward or payment	Business, economics, and finance
brass with 35% zinc	Chemistry and mineralogy
control a function, process, or creation by a computer; "They computerized the car industry"; "we live in a cybernated age"; "cybernate a factory"	Computing
undistorted by emotion or personal bias; based on observable phenomena; "an objective appraisal"; "objective evidence"	Philosophy and psychology
(of a clause) unable to stand alone syntactically as a complete sentence; "a subordinate (or dependent) clause functions as a noun or adjective or adverb within a sentence"	Language and linguistics
common in meadows and pastures	Farming
make a return; "return a kickback"	Sport and recreation
elephant shrews; tree shrews	Animals
